plz1;plz2;Distanz_convert_in_km
24816;55590;515.682
83119;94554;92.8696
17033;38102;229.717
26386;89564;559.497
29591;45481;321.355
48529;94366;556.773
23911;86695;565.235
69253;97773;93.0427
74199;92539;239.427
24402;24594;68.4905
47626;72582;408.636
49328;96337;282.484
31020;99735;97.3071
04249;34639;205.127
49393;85253;528.225
91088;97244;81.9413
01239;71287;423.88
83367;93098;123.019
15328;74542;501.124
54664;61203;167.45
17111;89075;641.442
34479;72532;339.89
32584;57638;187.64
25792;55608;507.153
70186;94553;264.449
25377;79798;681.719
03058;49429;433.272
74523;95359;154.5
29229;79871;539.649
29493;71144;514.81
07613;97957;214.411
07558;42489;350.086
72414;85461;231.292
38448;88427;502.116
23629;34599;347.765
09619;93354;249.747
28816;54662;369.779
06366;71154;412.986
06184;93177;259.569
01896;57647;433.709
24989;53343;493.854
13409;46397;464.631
17214;72285;618.403
07987;58089;347.482
54587;97848;209.544
06721;82299;335.535
50354;85646;470.658
67433;90409;212.697
33607;49419;58.4037
38442;84432;458.921
38385;81375;446.133
22047;65344;415.79
30163;95482;291.441
83059;96145;277.242
06638;65597;267.555
07955;41460;368.82
25799;84364;691.351
20148;63303;405.78
24223;91187;572.792
13439;65611;437.2
88444;91359;207.708
52249;83677;517.158
45259;85250;449.861
25494;97424;409.169
77704;91275;289.299
67697;85599;330.609
39326;88427;496.13
27476;73666;570.403
19209;79426;688.751
46342;91477;347.337
09235;41363;451.846
73770;74354;36.0369
04567;79102;490.485
08064;91355;139.142
13159;27432;304.188
25337;68165;482.705
38239;85652;453.333
40721;80634;472.189
32052;84435;490.053
88524;97289;199.013
33619;59348;78.2317
45478;91094;359.704
76835;87642;276.772
23774;65451;508.757
36341;88287;323.192
42275;44532;42.7662
80331;97753;243.831
28307;95234;379.122
17111;47638;531.464
72364;84453;271.762
21438;93155;488.883
12059;48165;401.127
67311;82293;261.474
63906;84180;272.481
21227;21481;36.9894
57577;63165;109.683
02997;60389;412.726
78667;81377;216.141
44357;82389;498.229
39646;71397;411.795
33189;60598;196.04
51491;85652;445.916
24941;73770;674.971
36251;54294;255.944
06847;93351;312.997
35647;85107;290.786
88690;97461;283.722
09474;17379;357.505
92718;96175;91.6455
47829;55413;172.604
22085;94563;570.65
04746;45134;416.146
33719;72663;385.448
36163;93199;236.102
31020;49080;109.773
38274;90613;300.487
04277;65510;313.944
91275;99444;130.371
04457;42275;365.271
27404;91468;418.053
25499;86647;567.958
48282;48493;16.8494
04579;73266;362.246
66763;94360;433.527
30855;37351;134.753
04639;63150;272.138
54536;73568;232.539
17459;41564;590.89
08265;56291;342.691
79289;97892;239.688
04420;94529;301.018
26487;56357;375.733
30179;56843;328.937
19089;27386;157.549
49152;97453;285.183
14828;67549;397.723
22177;46286;293.397
84437;88481;162.673
13125;54655;557.41
89287;95236;240.509
35327;35516;34.0367
38685;97947;260.772
16562;59075;396.421
67716;94357;362.391
45127;91413;328.186
79348;95707;372.13
85662;96155;203.207
06108;21509;257.673
26446;97072;433.425
25569;82031;665.45
23774;46236;416.56
02699;84028;343.755
38239;88633;488.819
73485;97996;60.9465
27442;54576;381.324
40822;41516;28.1484
79108;94253;398.831
24247;87448;738.267
29473;34123;223.093
03046;96476;292.714
01737;76889;447.458
25832;81827;717.84
40476;76476;288.961
06469;32584;186.946
10781;42111;447.278
74535;86674;116.452
04774;82239;379.009
06901;65936;342.689
21789;92546;520.897
33790;76694;321.222
07545;68804;310.646
59494;83700;512.41
24149;75239;609.14
19246;54306;508.14
64354;86511;235.961
10625;97262;367.95
29499;63877;355.881
71131;90766;188.597
04158;82288;372.669
04209;37242;163.705
31606;40723;193.392
38644;56170;255.941
29576;38855;134.97
46240;85110;429.944
23627;26524;227.874
39619;73326;492.108
25792;95028;479.537
82393;84579;105.465
67166;78586;135.716
04643;23911;315.208
28205;87736;586.395
83059;97222;274.369
16352;86856;540.709
72511;76777;129.442
23564;66957;568.931
08412;12049;208.703
27308;82499;614.885
37191;77978;409.775
09114;67819;377.871
17268;84101;519.054
01157;25462;387.659
57587;85665;431.007
78176;97845;244.875
23899;24253;95.8245
73734;76476;76.1748
22089;45889;301.191
37633;76359;356.145
54341;91161;327.433
27474;36166;351.388
21680;89608;593.277
63931;95358;185.055
04451;84101;309.659
55496;67122;85.7449
49696;83536;609.032
85131;87724;129.989
85119;88167;168.254
40213;97273;278.194
44143;64397;214.477
82327;84034;92.9445
87754;92449;187.893
49624;79739;570.931
25876;67806;539.71
09116;10709;187.95
50374;94065;542.551
38364;42477;269.468
35789;97350;153.896
41569;75397;298.146
10439;45326;454.85
04209;42651;362.415
54634;56812;49.3133
67098;95119;275.94
22761;54589;428.953
24860;96163;529.2
17166;46244;450.266
06184;73569;322.599
34379;91623;253.775
04279;75365;389.06
25594;89443;601.894
56422;85452;379.998
32120;36115;203.061
24861;73114;637.724
24613;59192;309.376
24800;27254;177.167
31177;68647;301.575
24214;71282;619.152
90491;93051;86.0718
70734;84489;269.829
07356;63073;202.59
47447;59505;110.224
72585;82296;151.533
93167;95448;112.066
79348;86741;211.663
07557;82061;306.539
21785;45327;288.918
21376;76137;484.744
10963;89188;512.019
06905;29451;190.629
80331;85655;27.1267
24641;93464;519.641
32051;65203;231.8
35114;66539;228.623
35260;95131;192.391
17258;93483;458.386
53577;83512;448.449
07407;17153;342.447
45772;99834;220.099
22397;89291;592.847
75175;78730;77.8488
27257;79650;573.761
79595;92676;386.718
27249;28857;23.9561
31535;41462;243.249
06905;97070;288.11
23560;51598;378.369
14662;85132;437.07
31167;59387;172.25
65399;75217;137.58
04889;51580;372.235
08451;16837;262.092
23717;79356;706.64
24867;49586;251.919
82387;89364;104.779
12589;75385;548.604
66424;79685;181.574
60329;86807;276.126
65611;72359;242.008
26629;63263;380.048
21502;91358;422.703
25924;87477;808.418
34295;94539;362.828
13437;38272;217.511
17449;77767;740.501
09633;70376;382.346
77799;89296;166.692
34117;34516;43.7806
56653;78737;253.131
67737;83561;370.27
27389;41517;315.623
49424;91230;426.951
58540;92256;339.464
09427;74934;320.9
69253;85748;250.653
27474;94562;642.277
39539;83109;549.798
55411;85391;314.365
07987;66851;363.033
27729;95119;387.731
40212;74254;278.111
21644;59320;199.653
29482;66123;502.757
08132;73460;272.046
01776;57334;374.053
35329;42499;133.694
33719;84508;521.54
04249;15295;190.374
54411;76698;133.362
59379;78588;407.855
28717;37345;218.634
01920;27612;449.328
35423;95698;263.307
42283;65604;111.611
86706;92702;111.659
31036;93356;389.668
84513;92729;157.552
60310;84323;345.185
01816;89347;378.602
42859;95691;371.618
39164;70565;406.78
07768;21734;368.263
54457;86577;370.139
03130;09228;134.264
87766;93197;185.729
01983;36179;302.421
49770;63067;295.625
65451;90403;195.712
86685;97277;124.282
25864;63864;514.458
86498;93101;162.364
17036;86759;551.816
67256;92363;252.276
01609;95233;176.745
73579;85410;147.752
03185;95145;250.53
15712;27628;356.462
09488;75394;378.42
38384;91619;293.182
09573;96215;162.685
36355;59174;168.706
47138;98547;276.192
70329;73342;37.6942
02699;17279;225.076
06679;97499;180.452
31715;91798;388.498
01689;74936;383.269
29485;65934;365.546
73486;86937;111.844
03205;63875;383.818
38468;82327;520.904
63628;92358;199.187
21358;69118;443.131
53518;67685;110.612
66450;91583;215.53
27330;47638;238.927
78256;97531;271.795
63856;91074;124.163
51373;80804;459.513
54294;85599;419.317
65191;79254;244.427
14627;24148;271.973
60489;91086;170.032
36320;93099;314.944
56290;82362;372.684
13053;85614;512.312
63853;75331;118.496
09432;77784;439.283
59423;69124;249.517
38474;98527;221.369
12169;23826;266.352
18551;32676;409.524
89290;98716;279.635
32108;94348;440.946
22111;35440;349.618
63840;86561;212.982
39446;67166;354.889
47059;93426;478.268
57518;91729;275.62
21395;65527;386.374
17375;56825;626.28
04420;06386;55.1776
13503;74921;472.935
22307;39629;145.265
17089;22307;215.247
09661;10787;168.83
65623;93462;379.586
76764;90443;204.696
48653;59510;69.7471
39167;55491;383.773
36124;97950;87.929
51067;76476;252.926
25992;88518;777.847
35510;87637;340.245
63517;97535;70.836
89522;92648;188.791
29308;56825;346.66
14774;29559;135.796
23629;58093;360.209
51647;91462;272.02
04349;39114;97.0341
21423;83547;604.672
44143;71686;319.059
07545;86928;330.495
39539;58239;348.999
09481;88377;388.849
13467;38554;176.55
23689;53937;479.109
03042;13509;118.471
08062;83624;314.854
27333;56316;264.588
32427;55459;273.461
29378;55608;398.526
25826;94566;682.771
39245;88090;519.634
47807;91620;328.6
72138;94258;310.356
78580;82439;183.176
09380;24817;467.836
10627;28844;305.06
40880;79299;381.054
08412;90768;170.189
08539;09247;69.2148
16303;99846;358.583
51491;97078;226.748
83334;95496;254.476
31582;55425;314.145
16866;79297;618.028
45886;87740;446.787
24986;38110;269.093
88636;95512;287.055
21398;66113;514.992
20354;53757;364.147
93351;98724;174.18
25855;51688;406.131
87487;91601;168.01
09243;58453;379.255
48317;85092;426.344
37154;58802;153.633
56736;80801;397.616
92670;97900;191.409
15751;59063;406.466
41564;65719;178.373
09627;73497;307.537
89614;97737;196.724
24536;83125;707.479
31535;41542;246.465
01979;26907;472.636
87763;97286;202.257
80336;94568;164.765
83022;91462;224.667
47057;78479;445.505
70192;96342;227.922
96476;98746;29.3551
18551;49808;470.94
56077;83317;468.588
15324;82065;557.365
12524;15837;41.0583
49632;60549;301.946
78532;85111;200.88
38165;57614;283.199
04442;31717;250.141
37081;44287;162.322
19303;73207;514.059
06682;23629;331.963
75328;78603;80.9035
73486;83527;184.408
18184;34292;362.568
16259;84082;459.504
63452;88718;271.963
17375;91344;469.223
31737;86949;478.204
60386;88161;292.76
48143;66292;299.161
78126;86489;141.548
82008;83132;56.813
12629;66292;589.305
06722;72401;375.364
19376;25358;163.373
06246;30161;183.914
10789;63868;414.181
50937;82493;492.41
12355;97516;356.863
45525;54306;178.179
38440;95358;257.736
54587;79736;316.303
84164;92253;100.54
82276;94339;122.516
38895;79837;499.488
41334;97496;335.4
37547;67599;269.758
06571;97488;142.143
74862;97724;127.414
30823;84489;526.212
35582;44328;132.433
31582;97276;314.93
23715;32832;270.725
58638;67699;203.889
23552;66839;558.929
21698;79591;660.827
06888;94142;352.25
12305;97834;382.951
24955;65326;515.467
42659;54343;145.088
56457;94541;422.212
10117;20257;259.147
35687;60437;64.1214
12587;74321;503.811
36457;56862;228.629
12279;22083;258.041
25462;53879;393.495
54318;72147;226.457
16918;83236;607.211
03249;69126;437.011
45525;68782;241.988
72655;96472;229.667
56759;99869;268.561
07957;88319;339.209
73431;74599;44.4638
01591;48151;395.729
71297;81929;220.247
01833;97215;321.025
31632;38275;91.4696
04539;24146;379.93
85778;91598;143.802
51647;74196;236.567
33611;91091;315.64
48703;67059;300.4
67105;82288;245.709
73431;94535;232.715
42119;67678;202.024
21527;78655;600.468
09509;24111;454.512
41068;79843;395.598
47551;78126;431.609
56130;84187;383.922
08262;12205;229.808
31029;73553;356.575
24398;45479;414.16
76474;94538;373.96
24232;98678;432.584
07639;44339;315.994
76359;84518;315.242
21635;85293;578.656
24116;97711;460.053
66424;99518;361.955
66798;92665;396.754
74081;83132;266.789
29553;54346;451.161
25923;98553;497.138
31867;70825;380.275
44789;95445;348.752
21729;97506;431.43
49751;91083;431.47
19230;28277;166.029
21386;63571;335.078
80637;95695;204.104
06502;67136;320.559
68259;85137;210.138
14169;56818;493.1
15913;37077;288.557
15848;24367;392.02
04430;72226;404.53
67678;69436;79.3588
37281;56317;195.452
79199;94529;404.178
66809;74939;146.509
06112;94501;331.94
78467;92718;312.027
09619;16761;209.428
85376;95709;188.717
10587;82380;549.352
92284;96482;104.755
68163;94574;329.999
01097;65239;397.605
01778;32289;405.24
45711;96184;302.738
13086;66916;554.834
07778;45772;324.8
02633;21447;363.619
27249;77704;468.387
63934;91463;95.6378
24891;88239;773.097
31020;68161;298.281
42551;66892;219.874
55496;82407;349.448
39164;86529;388.876
24819;55118;470.432
19386;53533;495.744
12205;21271;240.94
54689;66904;111.04
01589;26180;411.773
53562;95506;334.634
09221;87662;355.006
04519;90478;240.934
25786;65201;473.381
26906;75378;478.144
07333;24817;430.304
49824;50996;192.957
32105;67292;276.005
55425;82390;347.672
10587;66887;523.622
04430;84137;324.417
56648;74420;220.536
79589;97532;338.453
21386;86502;514.984
89143;91619;126.626
01809;29365;308.418
21709;22457;40.6896
12357;55599;484.839
19376;31029;205.901
40231;93158;435.141
39590;86975;545.092
21073;41849;368.976
09350;78144;421.304
52068;97243;311.294
18516;31035;311.566
29497;51491;350.631
79822;89335;162.954
25371;93164;540.226
54413;78476;269.02
22145;93470;535.482
37281;52351;259.711
44797;86486;415.625
26169;36148;316.541
03096;55218;478.679
08118;97528;156.694
71292;79098;117.979
88637;97218;207.615
25721;67829;498.224
12249;45772;434.906
04315;47627;426.659
55768;85283;341.828
08267;94060;228.531
74189;85095;160.408
02627;32816;379.163
21129;63860;397.654
91257;94505;136.338
82297;86916;16.8537
25767;41460;372.521
26723;70794;543.483
08237;24329;431.172
14789;54664;485.65
35759;80339;369.747
24897;45701;374.039
30161;63691;231.008
34393;61206;137.526
33617;41379;182.544
16356;97843;417.293
39124;91802;353.854
38531;49838;204.33
90602;93489;96.9956
14109;31226;200.363
27777;99097;291.753
19209;49565;251.745
45136;97656;240.504
38528;78549;495.624
79274;85307;262.653
59469;60306;162.028
23911;69245;501.984
40595;73486;326.897
14532;72657;505.474
02791;89610;460.951
08315;92334;187.765
01896;66507;509.571
35641;94518;390.422
06311;22395;253.819
17309;93471;492.962
35108;86444;332.651
63636;66606;177.706
25868;75417;603.865
66503;71297;109.373
36404;96268;103.022
24238;37412;294.424
26802;66987;452.02
34314;34628;61.6262
01187;55585;441.659
37633;74427;331.974
73667;89177;51.098
50678;67141;197.73
54587;60306;147.239
06295;89344;344.759
01728;13353;175.648
64584;82418;308.745
01917;63571;366.499
41199;91359;371.902
35466;38828;210.031
04539;53567;347.345
08149;29640;331.302
49696;72108;494.306
35410;36093;60.4118
72181;84568;282.087
90461;95199;106.024
42287;85667;487.489
77781;85661;289.184
04600;86568;294.365
22949;92715;458.665
92353;96277;103.506
26487;44805;229.778
25597;31020;204.817
92369;95191;121.897
56761;67159;116.843
57271;71729;242.938
27726;64395;387.453
38895;56307;275.301
03159;24641;394.096
83075;91189;190.049
21380;54450;505.741
59556;94365;433.841
15758;91795;425.277
15831;73495;433.792
91347;97859;130.421
93499;96275;159.114
27248;30974;80.4484
58256;82194;448.815
67715;71638;121.17
36100;58809;154.761
83377;91077;224.823
06636;93348;274.858
25850;94565;712.341
95236;97727;125.906
17121;92318;537.093
56076;74239;173.694
66822;78736;179.497
32107;91257;325.004
16321;31093;272.409
02799;66540;558.414
44369;69123;251.33
04454;55278;339.49
01189;78345;504.383
21435;93466;501.515
33758;38464;163.442
92444;94157;92.6143
42653;54484;141.799
22559;95500;419.685
14542;24976;350.241
13597;67706;524.377
14612;34134;287.177
21149;21258;22.6005
38382;91732;319.014
73642;90473;125.07
74249;86745;96.8515
26607;94365;621.744
08315;91738;213.103
58507;72359;345.293
32107;37449;140.945
23869;26340;158.783
74535;86316;132.518
66882;84424;362.471
08358;94060;245.948
30853;89194;465.934
47918;84378;561.697
13585;76767;525.857
36466;45326;235.011
77960;88379;121.724
26434;64331;418.77
55578;86633;259.494
71638;98749;219.894
25852;87677;763.432
79761;81669;255.871
06926;14823;44.8382
28790;74592;460.951
74363;86165;161.683
10827;33813;324.772
79804;82362;224.407
65520;95236;243.859
85778;93476;132.368
12099;36369;353.729
52531;75179;290.398
42285;86424;406.686
56244;88529;283.866
53783;54296;128.133
31604;64756;312.176
04932;26892;458.727
12557;20354;271.816
19243;72290;598.568
93488;99428;205.778
18211;89365;640.979
32105;59457;83.2229
04357;29587;229.699
26603;46562;215.939
04886;24647;352.183
26419;88361;634.428
31719;33142;100.089
24782;74746;528.511
14109;36404;280.246
06179;94255;283.528
18069;66969;628.835
21447;22844;48.39
36211;55629;199.588
54341;91452;284.744
23562;37085;261.14
14929;33689;294.379
54528;93486;434.013
15745;82299;502.242
65934;91230;221.371
16244;92262;407.291
86700;87739;87.9564
21037;84439;580.809
28201;36124;294.724
22946;92557;483.987
07389;35094;208.282
74206;78056;136.508
35104;38729;135.549
78594;89567;129.572
41068;86681;408.678
50968;93077;426.787
24217;86565;658.471
86554;89446;50.0916
27574;71272;529.833
84381;91187;157.313
44227;58509;30.1489
49134;67824;286.572
68199;83547;318.214
13587;73635;485.224
37242;90491;217.113
12167;21029;238.17
01998;79348;568.792
67580;96367;227.244
79114;99830;388.376
33607;54589;236.234
21785;94116;650.132
67166;92557;296.825
08121;83317;311.902
10559;24576;278.525
21394;94553;519.201
59519;82275;432.558
12279;38704;206.136
08393;93087;215.832
73345;97849;152.523
24220;68239;542.123
25776;93462;633.238
57586;70629;244.835
65933;97297;93.0098
13587;44579;418.894
27442;55450;394.783
82487;85116;132.564
07422;86643;213.094
29367;86356;481.489
56630;86663;313.572
02828;78337;587.055
22955;47058;343.469
79261;82515;256.872
18347;49479;383.707
45279;57539;86.1853
39126;53909;385.037
25364;97291;444.048
30853;92355;379.883
52353;84183;493.637
37235;94034;392.538
91575;97852;118.052
15537;37281;282.625
42781;80337;474.424
07589;37327;129.306
38444;39110;61.7226
86938;96184;224.2
10715;74177;462.602
49124;96169;311.737
24872;56593;447.778
08539;38543;237.987
28325;44575;202.56
46244;50226;77.1779
16552;74251;483.741
79872;83629;282.171
21379;66887;466.646
14478;24360;319.076
48499;78464;533.436
71737;94086;287.84
03222;34513;345.546
21385;86477;523.052
58675;93095;420.489
34385;88456;402.683
44135;79541;431.462
38387;67592;330.948
61231;93485;322.692
13439;97714;352.69
21706;47804;329.997
38385;44369;246.116
72667;91187;145.504
35716;48341;144.293
56637;74238;196.001
17099;34260;375.079
03048;21149;356.984
89558;97247;134.894
56729;79592;299.649
47798;56581;110.74
74226;92334;171.645
32289;52066;233.3
23564;28844;157.052
17389;74906;605.754
27336;73577;432.955
72829;87751;74.7496
21769;52525;349.911
37534;57489;187.387
95707;97645;144.064
18299;94166;625.188
66538;86736;250.344
77770;92289;293.102
08312;82444;339.644
12309;29562;188.621
12045;59823;384.411
25355;37073;252.933
40476;78194;394.239
37696;73087;356.104
06536;77966;430.088
19332;93464;399.529
57399;96215;233.823
67281;73497;170.78
97297;99867;143.905
08289;99444;92.9898
29399;40724;296.329
48346;79104;450.801
10997;54320;558.59
06369;24875;363.568
42369;82178;453.6
27638;88171;682.119
79856;91358;300.505
88693;94439;276.44
38385;77723;458.45
29581;88400;544.23
06254;54349;405.893
34399;96269;182.156
71034;82152;190.212
17335;18516;74.0793
24893;88179;781.78
03130;95500;271.845
25719;83139;715.612
88099;89353;110.263
50127;87770;409.097
83339;93090;126.608
85649;95189;260.979
27478;84552;665.988
28832;38528;118.107
31535;84576;530.686
91346;94474;194.106
26388;31592;136.01
25821;99713;384.451
79206;85604;312.319
42853;85123;412.271
71409;75236;53.1017
36266;91541;169.766
25436;51598;337.019
09122;09638;36.6707
06386;08248;157.046
17235;36155;283.622
28325;67550;378.607
71034;86157;143.549
25554;35327;373.507
68642;92283;225.497
22147;23568;50.7823
74354;95234;232.381
48369;63820;283.269
72362;93342;237.537
30455;35685;201.913
06116;54578;396.313
56825;83123;451.078
34376;89350;336.354
22967;49088;220.463
25573;55131;440.151
55270;82538;332.389
21436;48612;251.446
28779;54427;414.396
46147;61276;174.655
56341;93354;346.121
08144;32107;304.743
94538;96476;256.714
83451;88410;223.453
21782;92339;554.53
76870;99087;295.573
15848;46240;507.349
14089;24867;329.796
49504;65812;242.551
53797;88525;347.403
32609;86643;424.064
54308;86707;338.548
49767;55491;306.953
78628;94575;343.083
14480;94143;394.51
67678;90478;235.872
40549;93480;497.501
63857;94036;334.395
25721;71665;569.307
71277;84439;236.378
42719;87656;446.884
65462;88281;262.365
09429;59514;371.087
53534;88631;298.226
25980;63695;509.002
37120;87748;392.434
59071;70173;334.806
79424;84177;378.093
53894;71706;255.293
18195;74743;555.949
72525;75248;84.4493
84424;88097;198.099
06536;67593;283.411
12555;13403;21.3691
33699;56377;195.151
21395;69517;444.177
14974;80638;475.375
59439;91187;354.662
04934;34466;305.789
31832;86926;469.715
21224;45309;286.831
12489;51143;482.82
33378;38302;160.501
09618;84405;294.037
31592;86931;498.665
78259;94374;321.323
07558;50672;355.458
35579;94575;405.964
24819;89186;655.815
96145;98574;62.3003
70619;97270;119.681
21079;63450;378.809
39164;92539;294.766
56338;82223;353.057
64850;81476;272.131
25377;86956;668.347
06849;91350;255.28
78597;84335;280.705
73268;88326;69.9688
01477;97271;332.462
38556;61118;290.963
02747;63879;400.552
79689;91469;303.458
06464;55425;322.527
30952;50171;262.006
59320;66386;294.625
79865;95369;355.575
61203;88379;276.26
27574;96110;428.607
24988;70372;657.875
25335;97447;432.219
42857;79576;398.197
51570;93345;384.094
63843;86573;216.165
53117;82031;441.887
94428;95514;152.046
68775;79664;199.052
40764;73614;316.487
79254;94565;400.076
15741;37120;266.291
24794;25587;52.0153
71149;90552;206.884
07778;55774;338.833
23843;59556;276.502
24794;69429;547.437
26629;40221;250.753
29353;84579;520.898
09618;38229;251.142
66115;91804;298.477
52477;70327;320.51
22946;79677;670.965
06469;30627;123.604
41334;56294;142.654
68309;72369;144.702
04603;48599;399.92
29490;58119;306.882
19370;83530;596.475
06803;91743;308.756
26607;55481;397.754
60389;88260;286.318
84478;87761;159.528
46537;95691;417.534
21682;38875;225.935
47447;82223;494.941
04924;83404;412.443
48153;67707;287.533
73760;88149;129.35
61350;66450;135.472
24357;63075;488.302
71577;83627;211.614
89604;94419;217.611
12355;83115;524.235
15752;36369;363.17
26607;38312;257.288
44575;97239;295.399
04430;77876;427.256
33617;83413;542.019
78589;92280;257.048
09240;71394;339.43
34329;60489;151.442
35684;83623;402.254
39443;89182;394.184
15230;24113;368.358
27616;33334;172.146
44135;80804;474.33
28197;61200;299.631
10243;55497;493.153
46282;78148;409.627
46499;82497;558.991
72582;84559;224.552
06888;19243;214.875
67735;86495;280.781
25587;28203;103.572
18375;50937;544.83
06467;39619;123.367
37269;60389;147.918
88450;91257;216.731
32816;99986;121.166
21224;82491;665.412
16775;95359;354.295
42659;52391;57.6201
77716;83317;354.577
04430;31789;212.545
17358;83257;645.895
31623;79697;558.004
18573;92269;557.483
82497;99765;427.322
31167;76344;346.959
21368;99102;253.781
26817;80689;621.203
51149;91599;310.878
31604;59394;124.295
69514;93089;276.875
57589;94350;405.866
55618;63875;127.916
32051;58802;100.245
34626;53562;144.572
02747;63820;415.551
01589;89420;356.496
59597;72178;348.407
26571;96135;501.165
29462;73453;453.994
19069;78357;667.815
10587;78464;613.989
71229;95367;232.2
06803;78652;474.858
07589;64372;253.101
39319;46562;381.843
84381;97535;272.479
21261;21709;53.7818
24890;84089;673.974
09337;21680;377.475
22305;54343;472.76
10407;21643;274.653
18513;99831;378.873
09600;56073;413.809
44388;74257;287.743
19067;45355;397.003
37215;91743;251.864
33609;53533;219.757
96179;97772;81.5094
47239;91220;388.97
06464;44269;268.075
82061;92685;191.44
66885;92364;297.689
07749;27239;294.629
49599;73566;440.174
24232;54290;566.377
34212;83700;421.07
09246;84364;267.104
27356;40468;271.381
07545;89352;311.9
67718;92715;326.741
76855;86756;193.757
45219;92355;410.088
66121;86500;284.746
45525;54298;178.2
23815;78589;663.488
45309;83071;545.453
59348;82024;514.56
32469;66955;371.726
18184;92637;494.037
18375;54306;650.428
40721;54290;158.847
39104;91471;308.388
52396;71732;268.279
39345;91096;299.8
77975;85447;310.512
04288;86738;300.14
49681;87760;578.907
17166;26835;331.752
24866;94356;648.831
04107;25376;341.127
27637;94239;615.391
01099;65346;423.962
67149;74930;54.5115
25776;51491;394.729
04509;51428;366.799
34479;85123;346.111
73101;87784;86.8298
06682;27619;349.749
65451;88450;250.146
56254;96253;257.84
06578;53545;280.04
55122;56564;72.6639
82436;91550;161.519
25563;54346;502.99
54498;71576;205.94
37539;53343;253.695
29356;52351;319.783
31812;91361;284.639
07330;24534;403.801
45476;56254;143.952
72227;92655;263.289
37633;95703;306.579
89608;97828;176.151
19372;92706;421.682
50997;78479;384.511
18109;33332;351.216
14798;91468;345.009
69517;82054;274.265
22041;54534;454.542
42115;93177;441.597
07368;77716;359.029
12489;24114;309.517
38388;99830;122.533
04895;23883;277.17
18581;89429;672.073
24884;31606;231.095
33818;73527;363.379
22926;82275;615.196
02730;84573;336.304
31552;77791;444.682
33613;41517;173.706
36323;64859;97.1495
21442;72513;567.685
36364;79256;315.5
06456;45481;327.181
16559;92342;434.154
33613;89335;427.564
60316;79100;247.104
46487;60431;225.584
73107;89356;61.9313
48619;72184;424.049
29223;83489;593.857
39116;83626;468.117
13599;53881;492.257
01768;49770;469.757
17258;57587;475.409
79576;84579;378.857
09131;85376;294.881
48231;89192;413.645
40211;86561;441.599
06108;88069;5.30814e+009
01920;50825;507.478
46045;91589;352.849
53119;72666;285.644
14532;97535;337.617
39615;78052;589.608
49078;88370;497.37
10997;16248;58.856
37242;49457;188.745
47445;74834;296.791
91443;99752;198.776
27356;35327;283.135
38467;67319;391.719
79843;91484;244.299
40227;49586;153.597
73257;96250;192.835
09636;93092;217.044
56235;88427;307.04
25917;65239;529.405
06311;76698;333.415
67732;73547;165.549
70839;80634;195.479
01738;45143;460.297
53809;72178;273.9
46325;79822;446.714
02779;79256;582.124
08258;31039;262.923
56761;56856;24.3636
91301;91355;20.5609
40227;96188;309.759
82346;97270;221.383
01589;08527;125.048
07387;12557;242.827
22763;73494;506.142
50189;66125;187.126
25492;25792;79.2013
16259;23936;225.395
83549;89356;140.381
45731;87459;504.244
65623;86862;314.841
51674;91601;273.591
74081;84544;254.272
56070;80805;382.319
03253;10437;101.086
22087;70178;537.082
06628;35452;224.537
13583;75397;523.406
01738;40668;479.39
84180;86447;109.315
63263;84503;354.176
31719;94545;500.848
33449;55129;203.494
64732;83367;345.836
16547;50374;498.38
27804;56862;360.982
33689;56829;217.698
21483;55606;457.523
25792;33442;265.399
63619;64342;71.3744
06485;36145;162.895
34637;93090;295.242
31717;65760;249.725
01187;45145;471.204
66539;89616;217.438
01169;85435;329.02
58638;99610;245.434
22147;91180;503.528
77749;95179;343.017
06712;83278;352.226
06895;86916;448.059
07548;21522;293.279
04895;83533;399.829
04349;73084;356.377
08393;29389;254.157
44265;46485;62.7253
83556;94559;107.862
04539;98744;101.897
58642;94554;479.912
31311;56291;318.413
19061;65385;466.491
44651;78665;393.033
08371;09355;11.8216
35390;42275;128.448
69115;87770;186.722
18507;24647;205.649
38448;66802;458.434
25885;94369;664.626
29594;86682;463.219
45881;92681;398.023
63925;88416;196.012
23845;55629;481.7
01217;89522;365.661
08058;64850;263.374
84553;86497;150.81
36289;69434;172.008
06485;63110;255.308
42553;76829;242.954
63110;71701;127.174
24992;40595;418.802
08269;97332;168.378
24963;63924;550.426
25799;37688;283.783
58313;78234;407.345
82444;99947;387.983
56341;97842;149.229
26624;66271;481.382
79725;95709;391.545
31311;59065;182.862
31319;38879;74.743
72127;82467;182.099
31867;73572;381.886
40215;83139;537.53
08118;86415;293.488
19406;34431;323.472
66780;99086;362.602
15754;24635;306.608
34560;56587;139.616
01816;95680;164.421
92694;93152;68.4425
07589;25578;375.575
80634;84568;83.5347
63867;86679;201.492
54295;86483;326.235
86989;94143;242.473
77815;82389;237.116
84189;96142;192.534
88279;98724;326.05
12305;91365;335.445
10715;55758;519.061
21732;84439;640.22
44135;92694;388.811
38518;44369;239.35
01896;21683;412.679
01900;15898;109.763
07613;93142;201.495
24361;24893;19.5086
64367;99826;183.603
76771;85125;222.272
55490;72221;173.405
25860;91746;601.372
23627;74632;514.3
10711;87764;563.465
31608;73529;436.563
73101;84552;229.593
29378;37269;175.803
04579;58849;331.19
