plz1;plz2;Distanz_convert_in_km
91230;91590;59.5118
75397;83313;305.071
29587;31707;129.621
13349;24899;337.94
86450;94158;230.94
17335;73491;571.915
25548;85119;596.914
27476;95192;438.648
10249;73104;497.926
15806;25842;404.387
24809;54649;515.264
21732;86931;638.681
91567;97447;75.5753
08340;70180;325.589
21447;24159;118.039
18439;24783;221.306
08064;76461;362.154
25980;69181;616.623
08294;21406;325.303
36217;83128;374.404
23858;26122;169.518
65347;82499;365.389
91737;92245;93.6648
75334;93485;320.577
37191;78056;415.847
28219;55471;361.255
12103;72639;519.495
53757;56291;80.0483
40215;48231;115.132
55131;93455;329.871
58300;95508;361.254
17258;56338;519.575
38838;40599;300.857
58089;63683;162.167
22297;78564;614.082
23996;34121;307.03
17098;48607;457.668
14055;72336;565.07
78727;94369;293.765
80797;96271;233.823
67069;86833;227.211
49596;84494;568.636
16866;51570;407.405
78078;99084;364.788
22880;99988;272.422
03096;34355;319.399
08321;88447;339.827
74743;83242;306.646
78588;97346;208.651
68259;86152;212.131
85777;91634;112.32
42281;96152;294.762
24986;72290;703.836
33613;49393;71.3255
36414;53639;192.299
17034;87770;643.116
09517;25797;485.002
36041;86529;249.478
72658;99084;295.338
63933;86853;214.768
29640;88457;564.518
34471;68163;220.332
38159;38470;48.7087
25727;40474;350.893
24623;35418;382.87
71287;91738;144.84
17322;82490;696.453
24257;96487;454.776
67593;77749;145.071
08289;87561;397.457
30989;38368;93.5583
07546;41236;397.161
54492;73666;221.16
73344;97222;145.217
04460;89079;359.207
39638;85757;476.496
84529;86679;152.344
26160;85134;537.843
26452;88161;668.909
21033;92266;478.914
08121;32689;299.224
37218;82291;366.438
40227;55270;172.44
56865;95194;341.231
60431;81825;314.488
06429;79787;531.048
22525;66701;513.123
48317;79699;457.167
03046;83734;480.563
04687;28359;331.951
23746;37077;301.142
24364;39249;315.656
41470;89290;408.171
97236;97494;62.4604
55487;79102;217.831
44289;46117;48.3465
34576;72406;302.512
29379;58513;261.418
13629;56281;476.853
07987;44357;356.369
03054;66424;568.723
49777;94110;643.787
49696;63456;316.043
36137;77791;266.902
78078;79739;75.813
38462;73441;402.133
38102;91578;329.884
01816;08543;128.339
35285;90763;222.987
08645;17489;430.559
71723;86476;112.398
38461;59846;235.51
18069;55120;524.017
17358;82194;631.857
13509;67678;515.227
72636;74930;74.8382
85669;97253;212.756
38229;89331;410.896
83109;99084;350.671
45529;91126;355.931
52353;82223;459.874
45701;95369;350.444
38381;77971;473.558
15377;79618;716.881
33039;86733;347.364
33189;37073;83.3461
06268;99831;101.749
24802;52249;449.765
07336;32469;259.721
44267;97705;217.105
25860;55263;511.534
14624;37073;240.471
29465;79288;582.89
59558;86660;371.465
22287;73329;553.875
59590;88373;423.887
82383;96355;295.662
13409;74889;486.864
24800;31099;256.989
31553;95485;319.335
23554;23684;15.5148
39435;95447;222.81
67227;92286;259.464
46562;63762;253.147
66706;84092;436.629
37412;56659;251.515
13599;50321;478.476
31097;73557;350.912
67125;88319;209.061
24649;89312;612.031
04655;91578;247.081
47906;89188;396.866
38557;79699;570.601
72361;83404;307.378
49635;96274;344.239
34513;95469;247.982
42349;80939;464.371
87671;88250;58.3058
35423;82031;337.339
06110;31636;220.103
86925;97502;243.751
01189;77791;504.361
55444;87764;291.116
21279;23829;68.1978
16552;79114;650.338
06785;29594;163.775
40880;57489;72.6688
06116;29399;160.136
67376;91438;152.188
15526;93499;362.274
51061;97453;257.585
49762;80331;608.114
09117;52388;436.372
89150;91171;136.1
08371;47198;415.541
09430;34613;269.715
23669;76669;551.186
06268;78604;421.284
01109;93482;221.189
54666;75172;193.733
02826;82395;465.822
73667;77836;117.96
30974;91186;348.272
06895;79674;572.473
67377;89441;171.463
67659;83131;378.966
50969;63860;204.105
86444;87757;47.6269
76661;82444;274.466
76768;91186;207.713
09353;31604;320.94
37449;90473;249.746
32839;86872;423.043
26849;71686;499.788
67582;85469;313.453
29328;85244;514.764
67167;78739;146.181
54424;86564;338.456
21698;56073;370.232
07589;58706;297.344
30455;66849;360.778
71116;97843;156.232
59423;88521;403.083
30169;95191;271.663
26486;94559;643.897
08064;84364;251.152
67661;83543;359.986
06773;21509;253.68
12057;27449;300.611
34117;55452;196.216
60486;80803;305.737
63936;65451;71.0328
73266;96199;190.821
83539;89165;153.601
22177;24866;103.623
47269;94227;528.634
34376;37318;38.3562
01159;40699;473.54
07924;40211;352.28
39619;54313;472.331
31547;42285;193.082
08527;63825;207.246
12527;98746;273.299
49536;65817;222.566
12619;21244;265.861
78576;91468;228.758
17454;97786;497.9
49599;70180;421.421
65623;67728;84.9624
02997;36208;301.411
14770;95176;244.075
24808;32676;258.972
22609;78166;630.675
38729;91605;280.192
61130;70176;164.272
33689;48629;97.307
22417;48346;232.802
85669;91094;171.956
13437;94051;439.798
28857;56112;301.228
24813;92275;537.245
08261;16321;269.935
72461;91541;148.547
30966;33647;90.5768
57610;83125;459.718
74424;76532;128.785
07589;73765;306.588
54589;97859;210.583
14513;50733;464.151
78580;85391;201.397
31234;85656;481.276
06794;30890;204.615
12353;25856;378.006
26670;87736;630.047
07985;89340;277.968
35799;79674;299.193
56859;79871;246.346
25373;69254;505.374
71154;74629;75.1546
63927;84529;313.024
54655;82343;413.095
67582;76477;90.6692
26936;94474;631.075
21442;54338;447.439
77796;85293;249.406
06548;76694;312.982
65520;90610;239.226
10405;35580;408.942
21401;27248;142.092
55756;91474;229.267
08056;94375;182.954
09350;21376;323.644
17326;70563;627.785
20144;97506;398.879
25524;34329;291.402
02633;29582;343.335
63796;94548;337.354
15299;27580;422.612
26826;48143;135.357
21224;25999;201.388
18273;88317;673.812
08129;44649;381.828
21723;86641;557.353
74594;75175;110.633
22301;58089;301.381
22083;95615;422.219
65620;73114;236.632
30419;65344;283.181
72275;75179;62.8252
24107;85131;606.699
65527;71739;146.883
01156;86519;390.405
56291;74933;128.085
08269;37083;210.871
06184;14776;112.04
23701;89619;660.962
22967;52379;424.236
51371;97720;243.928
64720;91481;111.704
38473;71717;398.553
21398;32429;164.279
14547;44803;400.97
48147;63225;232.446
93437;97517;211.999
85049;96146;117.67
31073;37213;64.6696
16827;78737;606.934
67346;83253;328.669
28719;56253;346.733
29587;92224;413.486
23812;95179;411.511
01217;49163;408.317
17258;82496;660.195
36466;49453;238.776
33039;97525;217.979
04579;98746;125.895
25596;56368;429.285
44623;83536;522.279
26487;47166;237.183
18059;66663;633.861
21772;85465;618.712
69221;76767;57.962
23769;38477;219.702
01829;99830;265.69
21644;57339;281.086
38114;63871;258.92
09423;92681;117.101
09430;36433;195.043
12043;44799;440.794
09122;79369;478.38
24146;72141;638.122
22081;97705;367.118
08262;14548;212.366
85296;95490;144.19
77654;94366;358.27
40629;56281;132.117
29472;89331;527.573
24244;73252;652.023
29223;72127;465.123
55566;78669;202.188
49356;74420;409.658
23569;56743;462.714
06124;49661;307.943
04277;33142;264.354
37589;45884;209.756
79597;86736;265.164
29351;33607;140.764
08066;74747;259.703
17153;54689;613.844
71735;78052;100.61
51490;86928;423.088
23968;26939;208.196
06198;25474;267.589
30659;97234;300.375
21442;95491;392.514
20537;73642;520.922
12524;35510;407.089
56581;94264;441.407
24878;56235;460.823
23715;97288;483.557
78048;91344;288.946
33102;78597;407.706
73432;86399;75.3934
24800;64297;497.918
31188;97688;209.806
36448;47167;259.638
50374;97070;250.839
74080;96117;157.923
21403;49525;212.664
76456;82194;239.459
30900;88267;531.719
54340;56322;75.7976
78600;90459;222.075
24620;88046;714.874
07381;10115;237.943
30655;61169;242.12
63452;73257;165.118
47139;89134;407.375
66571;87466;320.278
34212;59379;157.737
26489;83224;735.694
25486;78604;645.682
25782;81827;700.798
37574;39524;179.482
01169;27446;400.693
91732;95671;141.944
04469;74357;347.225
10551;73494;456.096
53560;79249;297.146
16775;34246;313.099
14548;26721;402.932
44793;96529;301.442
04445;66709;445.104
56269;83684;434.686
47623;76774;311.208
49456;64407;336.334
67271;86830;242.484
86157;97483;178.498
72160;92439;281.777
59846;67813;182.024
21228;40880;314.108
36043;78573;288.112
10715;67167;489.021
35287;35325;18.5144
24999;37216;389.709
34434;55743;247.335
86551;97720;209.852
67366;90530;208.204
25889;73734;633.482
04425;70188;373.832
42489;54290;174.188
46342;66126;293.061
87459;93051;195.464
23815;83676;707.771
37242;97762;129.961
87757;93466;203.609
48499;63846;294.638
82223;91245;161.982
63906;74564;98.4976
24999;56746;514.91
23777;96190;463.568
08265;21335;351.392
46419;72644;411.544
22765;34431;245.997
08312;34314;246.743
25590;85232;663.436
64850;91477;104.133
12459;92648;327.829
02827;96158;324.762
79733;92268;333.271
34379;56727;194.095
67582;97277;96.1679
79219;87527;195.406
30974;84171;466.866
24107;95493;492.105
18190;47139;478.252
04509;63679;250.622
40597;79685;388.793
33129;96482;239.468
40477;72250;328.695
38322;60311;258.757
58452;84544;508.997
93476;99947;267.855
09128;71155;379.16
28327;94354;524.374
65550;66265;140.163
28865;63801;351.204
67273;74850;83.9152
34513;40474;159.133
92721;95515;64.449
26122;67586;373.956
25870;54439;558.578
06809;91180;284.632
24145;64354;503.181
07429;63879;151.447
61184;83374;379.366
49328;64395;274.871
23689;52445;441.916
08321;15898;216.944
12439;23867;268.374
31621;82444;578.881
07589;38550;202.322
02953;56170;510.966
73099;89423;61.5895
31196;67661;329.587
23775;73066;637.152
14797;74549;405.412
26529;97076;453.996
02959;10629;137.357
07426;71729;231.376
08439;98599;137.579
09627;88276;441.671
31632;77704;458.599
34327;36199;23.3955
68723;73278;104.254
47798;56317;111.519
48629;99713;257.701
71134;88457;114.107
24105;85591;703.041
25845;41462;394.389
12161;99869;246
03159;57299;468.606
38112;54526;366.101
57629;88287;351.984
57482;98617;182.788
67346;92546;263.638
83358;97980;259.535
17213;97993;476.194
06420;56206;317.383
31558;92318;381.561
87779;93470;249.119
76744;97778;157.09
29553;91289;378.765
15328;25917;438.613
78239;86576;195.839
04539;09569;67.4823
54421;94359;423.041
38173;47229;287.871
56370;67487;108.179
35112;94513;391.893
08280;73277;323.838
49214;67737;287.527
79098;97337;262.065
39249;42115;336.98
77704;86456;202.493
48163;74211;324.746
20535;49688;167.358
66265;93449;416.637
24399;66914;610.247
01324;79194;546.997
65396;67374;82.1679
72510;96342;291.048
31226;54308;384.913
07549;14089;196.603
13509;74579;448.064
01099;88289;475.588
44789;52349;90.9664
29472;94116;522.313
83342;96523;280.22
38465;40789;322.813
63925;94256;288.88
56828;60439;112.75
12165;48329;404.348
04299;82491;441.485
58455;90425;344.413
24797;59823;324.624
34632;94333;336.733
16816;51674;421.871
47669;73733;362.423
07924;15748;224.185
10999;87677;549.346
25588;97232;483.157
76327;95346;252.098
04736;54317;466.276
57562;91608;230.742
24250;85416;650.182
34599;42275;144.125
39116;88046;514.369
15741;95364;275.836
17349;26571;434.768
71296;84155;264.543
27239;86692;492.645
66564;99958;314.796
63526;93480;304.557
12157;93093;390.898
90491;95100;106.028
34576;73432;250.332
56567;66862;118.51
74214;74743;17.8679
52372;89291;369.808
59069;87672;485.98
22087;58313;297.505
66822;98714;312.256
30916;92256;352.708
38528;89601;449.108
38547;69509;341.534
38271;81243;447.775
51145;95683;359.662
12309;92637;314.934
37216;52499;257.406
36251;67294;179.367
30880;44579;192.206
67256;99096;258.063
45470;56379;137.42
54311;76684;170.462
08058;86465;284.83
85591;89171;133.666
37520;54347;319.813
74238;88433;135.38
49757;61440;301.267
17335;25761;329.136
29476;35094;300.823
15838;86937;478.69
23617;94065;615.207
09487;17454;395.662
66978;86756;207.5
85254;91743;101.511
09577;65307;361.163
54585;86441;362.207
17506;93077;568.791
48619;95694;411.311
31619;74391;402.706
17259;91587;495.596
66978;99310;289.361
18519;22143;209.837
14057;55129;452.191
85391;85459;24.5215
41540;66359;200.394
69253;99834;188.881
72072;94377;266.377
66996;95706;344.049
56348;76689;125.663
39340;83104;488.261
07619;51643;298.562
56337;63825;112.883
44319;55765;213.121
75323;75331;15.0936
73269;76534;89.7781
18292;21435;148.332
45481;97262;275.857
54533;79686;277.854
24259;24817;29.1242
45134;91610;322.808
20253;27336;98.2
63067;95145;227.495
14089;66557;548.554
79695;89431;196.41
09419;32699;310.782
14806;23936;209.24
52385;96148;316.77
71157;86476;109.547
83483;93343;165.627
22965;74599;498.108
24327;92274;531.627
77776;95502;302.756
06849;73666;393.976
54669;73728;246.662
25859;88368;752.136
48496;59494;98.5269
38533;86444;437.856
06846;36110;224.343
56295;71739;192.925
01723;30449;301.396
67599;86513;225.846
14476;72351;551.919
25885;94363;681.624
36041;80999;294.659
84339;97447;239.037
35683;37574;162.054
24625;86681;591.198
01833;92557;203.516
29478;29565;78.3882
54487;89143;259.923
49536;59889;99.9118
74918;94405;295.297
54516;92706;377.823
51789;75239;249.964
30453;95643;333.207
02736;24616;455.492
55621;92690;317.456
69412;74417;82.0839
33775;58710;73.5934
77933;92548;339.259
25588;55483;473.032
60306;77773;199.3
71570;86161;129.473
24881;99330;432.131
42327;56220;100.716
49597;92439;464.93
63741;69469;58.3631
71726;77836;88.9481
04565;79588;518.29
37642;72474;415.296
79695;83567;332.427
44789;96176;287.684
73262;83561;212.984
45476;70736;337.928
35606;63741;80.9582
82346;85457;60.7595
39264;94360;339.267
78355;79104;91.1305
06120;07747;71.7119
10997;21369;190.067
56593;70192;232.431
47059;67152;249.648
49586;95131;355.767
46149;97500;319.521
55131;83126;378.752
24118;57234;413.819
49716;51105;199.852
86498;93155;145.89
79739;94107;445.57
20359;99100;286.456
53937;88376;363.623
34281;35764;94.4329
28213;51545;262.148
24857;88483;697.526
25889;63906;512.589
72141;91346;204.247
21643;85247;580.891
31535;64668;330.379
25462;28755;97.0611
74589;91469;61.9535
68519;95152;243.968
92447;97503;158.518
73265;75387;56.816
12105;79183;619.308
39359;48161;253.524
37640;86573;401.095
74211;96487;186.331
44629;95119;342.78
37620;67167;295.66
01920;70563;458.791
01157;04758;49.4532
79669;91224;335.278
88364;96161;256.845
24113;94269;632.124
69115;80807;252.353
06794;79423;528.543
73230;86482;100.036
53498;59955;117.993
14662;87648;566.499
67311;72818;161.244
06926;95496;242.4
10585;50676;472.161
08499;91235;125.422
35216;86920;376.343
66126;88605;214.676
73669;84550;241.397
86682;95515;135.894
63500;88285;263.995
09113;83435;346.163
13505;57562;417.239
04275;33739;279.397
27721;82229;600.399
89522;89547;11.6973
18236;66773;628.323
78054;86641;192.111
38378;44807;264.887
49143;68309;306.854
25551;37581;236.866
06842;55459;369.964
76661;92533;271.599
24992;28199;176.686
23946;32676;264.78
83052;87499;114.323
35392;82493;388.309
35585;88633;313.991
25486;72189;614.554
73492;78736;134.719
14193;47119;459.804
35466;66583;195.324
35689;54654;155.113
31029;97631;205.698
29320;68642;371.373
75056;83367;320.965
82279;99086;324.891
26892;72663;506.675
52399;84107;464.983
03139;77728;555.159
59755;95168;320.702
24647;98646;412.098
04916;25554;355.989
54587;91749;310.061
17309;29323;297.341
08468;30880;253.627
06638;86163;329.474
06385;21385;189.694
22846;91740;519.621
35625;66129;183.448
49090;83098;586.48
07580;72294;366.356
46562;85113;453.184
94353;97506;211.82
22880;23775;124.449
37447;94342;346.46
41515;63500;204.014
29494;64683;416.37
23626;27624;133.119
01328;27321;395.05
36167;63571;68.3392
06231;99098;76.6909
85445;88639;202.479
70176;89611;68.679
16818;45277;423.208
25799;92345;597.198
04838;82538;412.921
01983;87733;481.819
53507;60388;128.834
26131;79410;594.071
20097;95615;419.081
13355;58239;417.541
26670;72584;545.355
01824;76228;454.689
21368;38640;154.578
09224;83646;352.703
39397;91623;298.637
36396;88637;259.32
09399;38102;229.78
07619;61206;230.798
35094;95706;266.548
06686;21769;335.98
38154;85290;403.893
77773;97222;209.042
31226;71336;386.645
16949;79868;663.273
02956;54608;611.932
60313;64397;40.3468
25842;74869;590.206
46045;70597;344.874
24257;37079;316.239
02727;54529;571.644
38384;70619;387.651
31542;85467;488.467
04687;98631;183.963
21772;86441;595.352
04565;71032;361.276
55497;79576;264.309
33829;91595;358.438
30457;38835;80.5311
72365;86845;143.864
17358;91083;487.233
35519;66709;168.954
22959;67098;495.192
36469;77975;335.646
56812;86863;326.231
79418;97833;291.57
46242;87437;488.469
74842;95493;198.982
31714;73642;389.233
13589;44866;429.983
21720;58802;274.314
31710;44289;134.003
48336;61462;204.979
21397;66679;489.81
01809;67069;419.065
22083;96191;409.812
78739;91230;267.077
03172;35216;435.253
37199;38116;72.016
49847;53557;224.323
67688;99085;295.598
09238;18181;373.913
31622;88605;526.624
19300;85774;563.388
24109;59872;353.252
78120;86865;177.197
01307;37136;261.325
94034;94124;11.0299
34270;94261;385.126
06729;94539;246.269
25859;63796;499.859
24960;31707;290.439
45475;59227;76.9906
50674;54516;104.922
72661;99338;270.199
06132;56337;321.618
25491;71634;524.03
41460;96047;330.01
64756;80992;251.043
74354;87763;141.97
41238;83112;561.739
24811;66578;586.373
23867;27607;103.777
37242;48703;224.016
07558;31688;250.745
54533;63857;179.506
08209;66969;372.66
76872;81827;283.231
48157;74245;345.025
04317;12619;155.826
09618;24790;457.334
26345;89610;578.551
51766;64287;152.495
21337;95615;377.607
06794;31167;151.784
36404;54320;261.72
08144;38559;251.127
59514;74629;295.219
15907;85051;400.274
13353;25373;272.707
71093;96367;263.274
53639;88368;364.912
66132;74243;168.182
10785;31188;224.732
40721;72359;354.11
12169;38518;191.548
06896;26386;352.554
89567;97654;205.127
55131;79194;219.101
67468;94526;363.346
57562;73614;247.74
86495;86989;71.6419
49453;53501;246.335
14057;42287;439.726
